Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
433,Taurean Waller-Prince\princta02,SF,22,ATL,36,426,9.8,.501,.349,.302,3.7,18.0,10.9,8.6,2.0,2.2,16.4,17.5,,-0.2,0.7,0.4,.050,,-4.4,1.2,-3.2,-0.1
434,T.J. Warren\warretj01,SF,23,PHO,46,1355,13.9,.515,.140,.182,5.9,9.3,7.6,5.3,1.9,1.1,5.8,19.4,,1.4,0.7,2.1,.075,,-0.6,-1.0,-1.6,0.2
435,C.J. Watson\watsocj01,PG,32,ORL,46,774,9.6,.522,.411,.317,1.4,8.3,4.7,15.6,2.1,0.1,14.9,13.8,,0.3,0.6,0.8,.052,,-2.4,-0.8,-3.3,-0.3
436,Briante Weber\weberbr01,PG,24,GSW,7,46,5.9,.392,.214,.214,0.0,8.9,4.8,13.7,3.1,1.7,16.4,17.1,,-0.1,0.1,0.0,-0.020,,-6.8,0.7,-6.1,0.0
437,David West\westda01,PF,36,GSW,45,521,16.6,.567,.027,.253,6.1,18.7,12.8,24.7,2.7,3.8,20.9,16.9,,0.7,1.1,1.7,.161,,-1.4,3.8,2.4,0.6
438,Russell Westbrook\westbru01,PG,28,OKC,59,2046,29.4,.544,.270,.441,5.8,27.7,16.8,56.5,2.3,0.8,16.3,41.7,,5.2,3.3,8.5,.200,,9.6,4.4,14.1,8.3
439,Okaro White\whiteok01,PF,24,MIA,17,260,10.1,.648,.488,.419,5.0,13.6,9.3,5.3,1.2,1.2,15.0,10.2,,0.4,0.3,0.7,.121,,-1.1,0.5,-0.6,0.1
440,Isaiah Whitehead\whiteis01,PG,21,BRK,50,1090,7.0,.473,.266,.191,1.7,10.1,5.9,20.4,1.2,1.6,21.5,18.9,,-1.5,0.5,-1.0,-0.046,,-5.0,-0.9,-5.9,-1.1
441,Hassan Whiteside\whiteha01,C,27,MIA,55,1811,21.4,.568,.000,.360,12.1,35.1,23.5,3.4,1.2,4.9,12.5,22.6,,2.2,3.8,6.0,.158,,-2.7,1.3,-1.4,0.3
442,Andrew Wiggins\wiggian01,SF,21,MIN,60,2229,17.2,.545,.191,.340,4.0,9.1,6.5,11.5,1.4,0.9,9.9,28.4,,2.9,0.9,3.8,.082,,0.7,-2.5,-1.8,0.1
443,C.J. Wilcox\wilcocj01,SG,26,ORL,17,78,4.7,.402,.684,.105,2.7,10.1,6.3,16.3,0.6,1.0,20.1,14.1,,-0.1,0.0,-0.1,-0.046,,-5.3,-1.9,-7.2,-0.1
444,Alan Williams\willial03,PF,24,PHO,25,213,22.2,.582,.000,.390,19.7,28.5,23.9,4.7,2.3,5.7,15.1,21.0,,0.4,0.3,0.7,.165,,-0.9,1.2,0.3,0.1
445,Deron Williams\willide01,PG,32,DAL,40,1171,15.3,.532,.399,.185,1.2,9.3,5.1,40.1,1.1,0.2,16.5,23.8,,1.2,0.7,1.9,.078,,1.1,-2.4,-1.2,0.2
446,Derrick Williams\willide02,PF,25,TOT,32,545,11.6,.519,.358,.408,3.4,16.0,9.8,5.8,1.0,0.7,7.9,18.6,,0.3,0.5,0.8,.072,,-2.4,-1.6,-4.0,-0.3
446,Derrick Williams\willide02,PF,25,MIA,25,377,10.1,.465,.328,.365,4.6,16.6,10.6,5.6,1.2,1.0,8.1,20.4,,-0.1,0.4,0.3,.037,,-3.8,-1.5,-5.2,-0.3
446,Derrick Williams\willide02,PF,25,CLE,7,168,14.8,.681,.452,.548,0.7,14.6,7.9,6.1,0.6,0.0,7.1,14.7,,0.4,0.1,0.5,.152,,0.8,-2.0,-1.3,0.0
447,Lou Williams\willilo02,SG,30,TOT,61,1483,24.4,.615,.443,.468,1.1,9.2,5.0,22.4,2.3,0.7,11.7,30.5,,4.9,0.7,5.6,.181,,5.9,-3.2,2.7,1.8
447,Lou Williams\willilo02,SG,30,LAL,58,1403,24.1,.609,.431,.469,1.0,9.5,5.1,22.8,2.3,0.6,11.9,30.6,,4.4,0.6,5.1,.174,,5.7,-3.2,2.5,1.6
447,Lou Williams\willilo02,SG,30,HOU,3,80,29.9,.715,.667,.452,2.8,4.2,3.5,15.3,2.4,1.0,7.4,28.9,,0.5,0.1,0.5,.315,,9.6,-4.4,5.2,0.1
448,Marvin Williams\willima02,PF,30,CHO,53,1538,12.4,.532,.513,.183,3.5,17.2,10.4,6.4,1.2,1.7,6.9,17.2,,1.0,1.8,2.8,.087,,-0.8,0.1,-0.7,0.5
449,Reggie Williams\willire02,SF,30,NOP,6,79,11.7,.518,.478,.304,2.6,5.4,4.0,7.3,1.9,0.0,0.0,14.6,,0.1,0.1,0.2,.094,,-0.9,-1.9,-2.8,0.0
450,Troy Williams\willitr02,SF,22,MEM,24,418,7.7,.477,.336,.205,1.6,10.6,6.0,7.3,3.0,2.1,16.9,17.3,,-0.6,0.6,0.1,.009,,-4.6,1.8,-2.8,-0.1
451,Kyle Wiltjer\wiltjky01,PF,24,HOU,9,29,4.4,.460,1.000,.200,11.4,15.3,13.4,0.0,0.0,2.8,21.6,20.4,,-0.1,0.0,0.0,-0.063,,-5.8,-6.4,-12.3,-0.1
452,Justise Winslow\winslju01,SF,20,MIA,18,625,8.2,.397,.155,.208,4.0,12.5,8.2,15.7,2.2,0.8,11.8,19.9,,-0.9,0.8,-0.2,-0.012,,-4.1,1.3,-2.8,-0.1
453,Jeff Withey\witheje01,C,26,UTA,32,252,17.8,.588,.019,.519,12.8,19.5,16.3,1.2,1.9,7.1,11.9,14.0,,0.5,0.6,1.0,.199,,-2.5,3.2,0.7,0.2
454,Christian Wood\woodch01,PF,21,CHO,5,49,12.0,.514,.400,.600,13.3,21.8,17.6,5.9,0.0,3.5,13.7,13.3,,0.1,0.1,0.1,.116,,-2.8,0.0,-2.7,0.0
455,Metta World Peace\artesro01,SF,37,LAL,18,81,0.3,.286,.571,.286,3.9,8.3,6.0,8.5,1.8,2.0,8.7,18.2,,-0.3,0.0,-0.2,-0.131,,-6.7,-2.1,-8.7,-0.1
456,Brandan Wright\wrighbr03,PF,29,MEM,8,111,19.5,.573,.023,.205,9.9,10.5,10.2,1.7,1.4,5.2,5.9,20.8,,0.2,0.2,0.3,.147,,-1.7,-0.3,-2.0,0.0
457,Delon Wright\wrighde01,PG,24,TOR,5,78,15.9,.584,.304,.348,1.4,7.3,4.4,11.4,1.3,2.2,0.0,15.2,,0.2,0.0,0.3,.170,,1.2,-1.5,-0.3,0.0
458,James Young\youngja01,SG,21,BOS,23,175,12.1,.586,.531,.143,3.8,10.9,7.4,3.4,2.0,0.5,5.4,14.1,,0.2,0.1,0.4,.098,,-0.9,-1.8,-2.7,0.0
459,Joe Young\youngjo01,PG,24,IND,27,124,11.2,.426,.343,.194,0.9,11.5,6.3,18.3,1.6,0.0,5.2,27.6,,-0.2,0.1,-0.1,-0.031,,-3.2,-4.1,-7.3,-0.2
460,Nick Young\youngni01,SG,31,LAL,53,1395,14.7,.593,.654,.155,1.8,8.0,4.8,6.3,1.2,0.8,4.9,19.3,,2.9,0.2,3.2,.109,,3.0,-3.2,-0.2,0.6
461,Thaddeus Young\youngth01,PF,28,IND,52,1599,14.8,.571,.230,.135,5.6,16.3,11.0,8.3,2.9,1.4,13.2,16.5,,1.1,2.0,3.1,.094,,0.0,1.8,1.8,1.5
462,Cody Zeller\zelleco01,PF,24,CHO,39,1044,17.2,.621,.000,.473,9.4,16.7,13.0,8.7,1.4,3.4,12.6,16.6,,2.2,1.5,3.6,.166,,-0.1,2.2,2.1,1.1
463,Tyler Zeller\zellety01,C,27,BOS,37,426,13.9,.504,.008,.209,10.0,17.1,13.5,12.6,0.7,3.7,9.0,16.2,,0.5,0.4,0.9,.103,,-2.6,0.9,-1.7,0.0
464,Stephen Zimmerman\zimmest01,C,20,ORL,10,38,16.5,.446,.000,.077,11.3,35.5,23.1,8.4,1.3,2.1,0.0,15.7,,0.0,0.1,0.1,.111,,-4.3,0.4,-3.9,0.0
465,Paul Zipser\zipsepa01,SF,22,CHI,23,350,6.1,.466,.505,.275,2.4,13.9,8.1,4.0,1.0,1.1,13.6,14.7,,-0.2,0.3,0.1,.008,,-4.3,-1.2,-5.4,-0.3
466,Ivica Zubac\zubaciv01,C,19,LAL,25,349,15.4,.528,.000,.220,8.7,22.1,15.2,6.0,1.0,5.1,13.1,19.6,,0.1,0.3,0.4,.060,,-4.1,0.3,-3.8,-0.2
